experiment,seed,class_id,class_name,ap50,ap50_95,run_dir,model_name,eval_split
real_only,42,0,A10,0.0854531627205585,0.0649667417808647,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,1,A400M,0.1001686708189611,0.0744723468098123,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,2,AG600,0.4522510795246959,0.3751319080567921,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,3,AV8B,0.2917825413267313,0.2395898856529551,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,4,B1,0.1359465377489195,0.1014768417107729,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,5,B2,0.3865743875477681,0.2701903964214519,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,6,B52,0.1557622470181531,0.0925447118427718,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,7,Be200,0.283843207635618,0.2372623380739604,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,8,C130,0.1979192710223574,0.1331667266505681,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,9,C17,0.058053598203272,0.0336698849118345,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,10,C2,0.4542351507345978,0.3845876956318985,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,11,C5,0.0855327564323855,0.0607578205691356,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,12,E2,0.1920139775421843,0.1321071140350272,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,13,E7,0.0693940101650573,0.0466109195732399,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,14,EF2000,0.0412070120725956,0.0331348888647378,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
real_only,42,15,F117,0.1395781768990364,0.1059987052261709,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/real_only_yolov8n_seed42_20260701_1158,yolov8n.pt,val
basic_aug,42,0,A10,0.0774214693173334,0.0541468431941963,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,1,A400M,0.0792627368594014,0.0573698340918361,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,2,AG600,0.2836251813931789,0.2689733265844142,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,3,AV8B,0.0836569236068753,0.0673259108184039,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,4,B1,0.1445003437693707,0.1061883736938778,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,5,B2,0.3059351952494124,0.1787256633518298,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,6,B52,0.172631319350876,0.1166478500697804,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,7,Be200,0.1477249103840695,0.1274028224182761,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,8,C130,0.1520918372177133,0.1061264943183055,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,9,C17,0.1051175352950662,0.0754148843645725,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,10,C2,0.5501694756813921,0.4745766748770494,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,11,C5,0.0728931776337828,0.0532807201193781,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,12,E2,0.1376336375985879,0.1035594213171092,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,13,E7,0.0321115001471127,0.0317072653059192,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,14,EF2000,0.0527499868338928,0.0435276178501825,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
basic_aug,42,15,F117,0.0910000602857068,0.0670594573307863,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/basic_aug_yolov8n_seed42_20260701_1207,yolov8n.pt,val
tail_oversampling,42,0,A10,0.0967891510738315,0.0715945891034462,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,1,A400M,0.0557147647596714,0.0367847986040757,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,2,AG600,0.5307674624816626,0.4816789727387817,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,3,AV8B,0.2270000936063329,0.174481000594412,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,4,B1,0.1402809049327971,0.1102743074285443,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,5,B2,0.382816919520542,0.2577245745330877,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,6,B52,0.2362706874375474,0.1459833949553258,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,7,Be200,0.2359801652216076,0.2045003492199132,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,8,C130,0.1805255125514289,0.1213126159821799,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,9,C17,0.1112504207948422,0.0799560210717852,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,10,C2,0.4635161029290597,0.3868382065516034,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,11,C5,0.0860177721716066,0.0632721868115221,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,12,E2,0.1626731578166553,0.1267506456260235,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,13,E7,0.3635298913043477,0.3120774456521739,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,14,EF2000,0.0303944668042103,0.0237254128097132,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
tail_oversampling,42,15,F117,0.198643638158935,0.1573225450039797,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/tail_oversampling_yolov8n_seed42_20260701_1210,yolov8n.pt,val
uniform_tail_inpaint,42,0,A10,0.0948766459101619,0.0662096520576961,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,1,A400M,0.0830780232368206,0.0509077976180569,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,2,AG600,0.3297217562378625,0.2995049165229868,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,3,AV8B,0.2488872866558324,0.1948743931954868,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,4,B1,0.1087544237077958,0.0764164987893292,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,5,B2,0.3830839240915051,0.2343544714265685,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,6,B52,0.1658120307334678,0.1036055363051225,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,7,Be200,0.3664005708234707,0.3197305515341973,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,8,C130,0.2199368094912651,0.1384230593494437,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,9,C17,0.0736593050888262,0.0450007966859848,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,10,C2,0.5072001210027641,0.4099552591803918,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,11,C5,0.085805946549398,0.0621413401397908,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,12,E2,0.1948103671102918,0.1419879415477566,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,13,E7,0.1028941252342991,0.0768913618006873,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,14,EF2000,0.0451601956164684,0.0337180039421624,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
uniform_tail_inpaint,42,15,F117,0.0786908659470077,0.0533439061068936,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/uniform_tail_inpaint_yolov8n_seed42_20260701_1214,yolov8n.pt,val
